nsim,n_perm,n_1,n_2,n_3,I,g,a,distr,Model,distr_jtz,rho,ZP,pvaldPermPTtest,pvalePermPTtest,pvaldPerm,pvalePerm,pvaldPBstrp,pvalePBstrp,pvaldNPBstrp,pvaleNPBstrp
10000,1000,20,20,20,25,0.25,1,mixed,Model2,NA,NA,FALSE,33.76,49.94,52.08,74.77,46.51,74.49,65.97,71.57
10000,1000,20,20,20,25,0,1,mixed,Model4,NA,NA,FALSE,5.1,5.19,5.26,5.19,4.49,5.03,8.77,3.77
10000,1000,20,20,20,25,0.25,1,mixed,Model3,NA,NA,FALSE,96.35,98.56,99.85,100,99.78,100,99.97,99.99
10000,1000,20,20,20,25,0.5,1,mixed,Model2,NA,NA,FALSE,38.17,61.17,55.7,81.84,50.42,82,72.33,78.16
10000,1000,20,20,20,25,0,1,mixed,Model1,NA,NA,FALSE,5.54,5.59,6.06,5.7,5.22,5.37,9.85,4.9
10000,1000,20,20,20,25,0,1,mixed,Model3,NA,NA,FALSE,92.38,95.33,99.73,99.98,99.53,99.97,99.9,99.97
10000,1000,20,20,20,25,0.5,1,mixed,Model6,NA,NA,FALSE,70.79,65.36,87.84,82.74,86.44,81.88,93.48,76.46
10000,1000,20,20,20,25,0.75,1,mixed,Model6,NA,NA,FALSE,76.3,81.1,90.5,90.41,89.41,89.91,96.63,83.86
10000,1000,20,20,20,25,0.75,1,mixed,Model7,NA,NA,FALSE,45.23,99.64,71.37,100,68,100,90.79,100
10000,1000,20,20,20,25,0.5,1,mixed,Model4,NA,NA,FALSE,5.2,5.2,5.39,5.09,5.05,4.76,10.33,3.38
10000,1000,20,20,20,25,0.25,1,mixed,Model5,NA,NA,FALSE,55.53,47.43,75.25,67.34,73.22,66.56,82.96,62.09
10000,1000,20,20,20,25,0,1,mixed,Model2,NA,NA,FALSE,29.99,41.57,48.23,68.84,42.75,68.4,60.82,66.08
10000,1000,20,20,20,25,0.75,1,mixed,Model1,NA,NA,FALSE,5.42,5.5,5.84,6.21,5.62,5.61,12.71,4.07
10000,1000,20,20,20,25,0.5,1,mixed,Model1,NA,NA,FALSE,5.67,5.69,6.1,5.95,5.54,5.74,11.23,4.29
10000,1000,20,20,20,25,0.25,1,mixed,Model1,NA,NA,FALSE,5.68,5.48,6.07,5.91,5.33,5.62,10.48,4.64
10000,1000,20,20,20,25,0.25,1,mixed,Model7,NA,NA,FALSE,49.38,96.33,77.24,99.99,71.99,99.99,88.29,99.96
10000,1000,20,20,20,25,0.75,1,mixed,Model3,NA,NA,FALSE,99.7,100,100,100,100,100,100,100
10000,1000,20,20,20,25,0,1,mixed,Model6,NA,NA,FALSE,59.42,46.49,82.6,70.92,80.73,70.33,88.29,65.34
